EVENTID,AUTHOR,DATE,TIME,LAT,LON,DEPTH,TYPE,MAG
16957826,ISC      ,30/8/04,43:37.6,25.5166,97.0211,15,mB    ,7.6
914281,GUTE     ,31/8/06,14:57:30,27,97,100,MS    ,7
16957984,ISC      ,9/2/08,13:17.6,29.2781,100.6556,15,MS    ,6.7
16958007,ISC      ,12/12/08,54:57.3,26.9477,96.7734,15,MS    ,7
16958191,ISC      ,23/5/12,24:04.1,21.0361,96.7366,15,MS    ,7.5
914108,ISC      ,21/12/13,37:56.5,24.2449,102.2274,15,MS    ,6.6
913976,GUTE     ,28/3/14,10:44:48,25,99,100,MS    ,6.9
913954,ISC      ,3/12/15,39:24.5,27.6997,91.6401,15,MS    ,6.5
913196,ISC      ,8/7/18,22:08.9,24.599,90.8528,15,MS    ,7.2
911885,ISC      ,2/5/22,10:53.4,20.0485,98.2534,35,MS    ,6.7
911420,ISC      ,22/6/23,44:40.3,22.8451,98.7111,25,MS    ,7.3
911634,ISC      ,9/9/23,03:46.7,24.9372,90.7207,15,MS    ,6.9
909833,GUTE     ,10/5/26,8:19:10,26,97,80,MS    ,6.2
909854,GUTE     ,29/5/26,22:37:32,15,92,35,MS    ,5.6
909145,GUTE     ,15/3/27,16:56:32,24.5,95,130,MS    ,6.5
908257,ISC      ,8/8/29,57:18.0,19.3169,95.8375,15,MS    ,6.6
908352,ISC      ,16/10/29,27:37.5,25.9237,98.0525,15,MS    ,6.2
907341,ISC      ,28/4/30,34:41.1,25.485,98.4523,35,MS    ,6.2
907352,ISC      ,5/5/30,46:01.8,17.8596,96.43,35,MS    ,7.5
907472,ISC      ,2/7/30,03:43.9,25.9288,90.1765,15,MS    ,7.2
907598,ISC      ,21/9/30,04:16.6,25.8059,98.6093,15,MS    ,6.9
907603,GUTE     ,22/9/30,14:19:11,25,94,35,MS    ,6.2
907773,ISC      ,2/12/30,01:31.0,25.8544,98.3564,35,MS    ,6.1
907777,ISC      ,3/12/30,51:47.1,18.2335,96.2981,10,MS    ,7.5
906595,ISC      ,27/1/31,09:19.6,25.8505,96.7897,15,MS    ,7.6
906619,GUTE     ,10/2/31,1:22:54,25.5,96,35,MS    ,5.6
906794,GUTE     ,27/5/31,0:43:29,27.5,98.5,35,MS    ,5.6
906991,GUTE     ,6/9/31,5:38:07,18.5,96,35,MS    ,5.6
907085,GUTE     ,18/10/31,7:06:40,26,98,35,MS    ,5.6
907142,GUTE     ,30/11/31,17:01:36,15.5,92.5,35,MS    ,5.6
905971,GUTE     ,3/1/32,7:50:23,25.5,98.5,35,MS    ,5.6
906052,GUTE     ,6/3/32,0:17:56,25.5,92.5,35,MS    ,5.6
906078,GUTE     ,24/3/32,16:08:36,25,90,35,MS    ,5.6
906084,GUTE     ,27/3/32,8:44:40,24.5,92,35,MS    ,5.6
906332,ISC      ,14/8/32,39:37.2,25.8368,95.6386,110,MS    ,7
906449,GUTE     ,9/11/32,18:30:09,26.5,92,35,MS    ,5.6
905449,GUTE     ,6/3/33,13:05:35,26,90.5,35,MS    ,5.6
905625,GUTE     ,7/6/33,11:46:06,27.25,100.25,35,MS    ,6.2
905678,GUTE     ,3/7/33,15:09:05,19,97,35,MS    ,5.6
905757,ISC      ,11/8/33,54:03.7,25.6552,98.403,10,MS    ,6.3
905918,GUTE     ,19/11/33,9:08:29,25,98,35,MS    ,5.6
904753,GUTE     ,19/1/34,12:33:07,25.5,98.25,35,MS    ,6
904959,GUTE     ,2/6/34,5:54:29,24.5,95,130,MS    ,6.5
904245,GUTE     ,23/4/35,16:45:41,24,94.75,110,MS    ,6.2
903483,GUTE     ,21/2/36,6:20:40,23,96,35,MS    ,5.6
903225,ISC      ,31/8/37,15:11.0,26.0145,96.708,15,MS    ,6.5
902434,ISC      ,14/4/38,16:35.0,23.2276,94.4628,105,MS    ,6.8
902472,GUTE     ,6/5/38,3:41:08,24.5,95,100,MS    ,5.8
902629,ISC      ,16/8/38,28:01.3,22.7523,93.9154,75,MS    ,7
901993,ISC      ,27/5/39,45:46.5,24.3996,94.0825,65.7,MS    ,5.9
902031,GUTE     ,19/6/39,21:56:40,23.5,94,35,MS    ,5.6
901329,GUTE     ,11/5/40,21:00:20,23.75,94.25,80,MS    ,6.5
900628,ISC      ,21/1/41,41:46.1,27.1659,91.8596,15,MS    ,6.6
900633,GUTE     ,27/1/41,2:30:16,26.5,92.5,180,MS    ,6.5
900674,GUTE     ,23/2/41,9:56:40,28,96,90,MS    ,5.5
900812,ISC      ,16/5/41,14:36.8,23.7137,99.2474,25,MS    ,7
900819,GUTE     ,22/5/41,1:00:32,27.5,93,35,MS    ,5.6
901133,ISC      ,26/12/41,48:06.2,22.4084,99.8142,10,MS    ,7.2
900054,ISC      ,23/10/43,23:21.1,26.6373,93.8518,15,MS    ,7.2
898579,ISC      ,12/9/46,17:23.9,24.0536,95.6662,15,MS    ,7.9
898580,ISC      ,12/9/46,20:27.2,23.3121,95.5233,15,MS    ,7.8
895183,ISC      ,2/2/50,33:47.5,21.9509,99.9695,35,MS    ,7
895184,ISC      ,3/2/50,51:55.2,21.8145,99.9832,35,MS    ,6.7
895689,ISC      ,15/8/50,42:22.0,25.3428,92.9443,25,MS    ,6
895693,ISC      ,16/8/50,42:05.2,28.3804,95.8944,25,MS    ,6.2
895699,ISC      ,16/8/50,51:34.8,27.4921,92.8015,15,MS    ,5.8
895705,ISC      ,16/8/50,21:27.3,26.8587,96.9682,25,MS    ,5.3
895717,ISC      ,18/8/50,07:56.9,29.2111,95.8051,20,MS    ,6.4
895741,ISC      ,22/8/50,22:25.0,26.9916,97.1715,25,MS    ,5.9
895745,ISC      ,23/8/50,34:02.9,27.0484,97.0197,25,MS    ,5.5
895747,ISC      ,24/8/50,27:53.2,28.2492,96.6719,25,MS    ,5.3
895756,ISC      ,26/8/50,33:12.5,27.2325,94.9646,25,MS    ,6.1
895825,ISC      ,13/9/50,07:41.1,27.6048,95.133,25,MS    ,6.1
895878,ISC      ,30/9/50,29:00.0,28.8732,94.4095,20,MS    ,6.3
895883,ISC      ,3/10/50,01:58.9,27.1614,97.5083,25,MS    ,5.9
896235,ISC      ,29/12/50,35:23.9,23.8537,91.8439,15,MS    ,5.6
894174,ISC      ,12/3/51,52:21.9,27.9896,94.6677,25,MS    ,5.8
895050,ISC      ,21/12/51,37:33.3,26.5789,100.0133,27.5,MS    ,6.3
893046,ISC      ,19/6/52,12:58.9,22.5653,99.7973,10,MS    ,6.7
893318,ISC      ,25/8/52,44:53.7,28.1379,93.9051,15,MS    ,5.4
893871,ISC      ,8/12/52,09:30.3,22.5468,100.0021,15,MS    ,6
890383,ISC      ,23/2/54,40:35.9,27.6723,91.6049,15,MS    ,6.1
890450,ISC      ,21/3/54,42:16.0,24.4471,95.0584,183.9,M     ,7.4
889348,ISC      ,22/3/55,14:13.2,25.8275,98.3375,60,MS    ,5.8
889493,ISC      ,4/5/55,17:00.6,27.0514,96.9272,15,MS    ,5.7
889849,ISC      ,21/8/55,04:07.0,23.9798,95.8426,15,MS    ,5.6
889899,CGS      ,8/9/55,4:45:26,25,95,150,M     ,5.7
890164,ISC      ,14/12/55,51:52.0,21.8191,92.6564,35,MS    ,6.1
888015,ISC      ,29/2/56,51:21.7,23.3022,94.2762,52.7,MS    ,6.1
888016,ISC      ,29/2/56,26:03.5,23.4192,93.9677,50,M     ,6
888027,ISC      ,3/3/56,13:47.2,23.3754,94.2184,52.2,M     ,5.3
888361,ISC      ,12/6/56,12:30.4,25.0295,90.8534,15,M     ,5.8
888470,ISC      ,12/7/56,01:30.5,22.654,94.0503,90,M     ,5.8
888485,ISC      ,16/7/56,07:12.3,22.1785,95.7813,34.3,MS    ,7
888616,ISC      ,22/8/56,40:18.2,27.9738,95.2113,15,MS    ,5.2
888707,ISC      ,19/9/56,47:50.4,23.7406,94.7043,114.9,M     ,6.1
889026,ISC      ,21/12/56,27:44.7,26.6106,96.2078,15,MS    ,5.6
889061,ISC      ,30/12/56,59:15.3,23.3798,94.1222,50,M     ,5
886619,ISC      ,28/5/57,51:41.3,25.5251,95.0628,80,M     ,5.2
886778,ISC      ,1/7/57,30:24.4,24.3104,93.8943,65,MS    ,6.1
883659,ISC      ,6/1/58,24:14.7,25.6481,96.802,15,MS    ,5.7
883816,ISC      ,9/2/58,31:09.1,24.7523,90.6874,25,M     ,5
883833,ISC      ,13/2/58,11:38.7,27.7011,92.56,15,M     ,5.5
884038,ISC      ,22/3/58,11:34.0,23.5149,93.842,50,MS    ,6
881401,ISC      ,14/2/59,25:52.3,27.6043,96.4587,15,MS    ,5.4
881757,ISC      ,9/4/59,08:39.8,25.6492,94.741,60,M     ,5.1
882077,ISC      ,22/5/59,31:13.1,25.2964,96.1717,35,M     ,5
882083,ISC      ,24/5/59,28:22.1,26.1467,90.1901,20,MS    ,5
882745,ISC      ,27/8/59,53:17.9,25.086,96.1271,35,MS    ,5.4
883212,ISC      ,2/11/59,15:39.5,21.5438,92.4258,35,MS    ,5.7
877983,ISC      ,11/1/60,10:18.8,16.0457,95.8321,15,M     ,5.8
879273,ISS      ,26/5/60,20:05:07,26.82,92.68,0,M     ,5
879928,ISC      ,29/7/60,42:47.6,26.4881,90.2971,15,M     ,5.5
876058,ISS      ,4/2/61,8:51:50,24.86,95.34,141,M     ,5.8
876754,ISC      ,11/6/61,15:33.6,24.8449,98.619,15,MS    ,5.3
876770,ISS      ,14/6/61,0:41:17,24.55,94.69,91,M     ,5.8
876873,ISC      ,27/6/61,03:44.4,27.8569,99.6866,15,MS    ,6
874265,ISC      ,20/2/62,02:42.4,26.0991,96.9985,35,MS    ,6.2
874566,PEK      ,17/4/62,11:51:09,25.7,95.1,165,M     ,4.8
875349,ISS      ,16/9/62,19:06:32,16.67,93.86,42,M     ,5
875381,ISC      ,22/9/62,51:33.6,26.3338,96.9167,25,MS    ,6
872194,ISC      ,23/4/63,55:08.8,25.6562,99.6459,30,MS    ,5.5
872543,ISC      ,19/6/63,47:26.1,25.0004,92.0307,45,MS    ,5.3
872557,ISC      ,21/6/63,26:30.9,24.9048,92.1666,51.1,M     ,4.8
871269,ISC      ,15/1/64,40:00.7,25.6744,95.3728,35,mb    ,4
871442,ISC      ,22/1/64,58:44.8,22.3141,93.6022,57,mb    ,6.1
870686,ISC      ,18/2/64,48:34.7,27.3775,91.1967,15.7,mb    ,5.4
870920,ISC      ,27/2/64,10:48.8,21.5368,94.309,93,mb    ,5.9
870950,ISC      ,28/2/64,47:07.3,18.3032,94.4117,33.2,mb    ,5
869649,ISC      ,20/3/64,00:54.1,23.48,94.3014,91.2,mb    ,5
869788,ISC      ,27/3/64,30:37.0,25.8075,95.6413,109.7,mb    ,5.3
868694,ISC      ,13/4/64,20:04.4,27.5795,90.0796,35,mb    ,5.4
866515,ISC      ,3/6/64,49:18.3,25.9293,95.5931,115,mb    ,5.5
866784,ISC      ,13/6/64,36:00.1,23.0482,93.8612,62.4,mb    ,5.2
865993,ISC      ,12/7/64,15:59.5,24.8287,95.1874,145.7,mb    ,5.5
866007,ISC      ,13/7/64,58:47.8,23.4765,94.5552,103.7,mb    ,5.4
865196,ISC      ,17/8/64,42:47.3,24.3952,94.1242,75,mb    ,5.1
864048,ISC      ,1/9/64,22:37.8,26.9656,92.2021,22,mb    ,5.7
863967,ISC      ,29/10/64,30:25.4,25.982,97.1135,16,mb    ,4.7
862467,ISC      ,4/11/64,20:22.6,24.8029,96.2288,23,M     ,4.8
863037,ISC      ,25/11/64,33:02.7,26.5568,95.9484,83,mb    ,5.1
861252,ISC      ,22/1/65,41:36.9,19.9473,94.4645,80,M     ,4
860307,ISC      ,18/2/65,26:36.6,25.0251,94.1127,48.4,mb    ,5.5
860562,ISC      ,25/2/65,34:07.3,23.6672,94.5712,82.6,mb    ,5.3
857678,ISC      ,11/4/65,33:05.8,26.6941,92.2023,47,mb    ,5.1
857273,ISC      ,30/5/65,48:21.1,25.9372,95.6759,100,mb    ,5.6
855765,ISC      ,1/6/65,32:51.5,20.1215,94.8443,95,mb    ,5.3
856040,ISC      ,11/6/65,43:11.7,24.6859,95.3245,130,mb    ,5.1
856232,ISC      ,18/6/65,17:40.1,24.9878,93.6762,50.3,mb    ,5.3
855163,ISC      ,5/7/65,41:44.3,21.1976,94.3835,35,mb    ,4.6
854025,ISC      ,22/9/65,24:49.7,20.7128,99.3879,35,mb    ,5.4
853170,ISC      ,16/10/65,33:27.3,17.5144,94.7602,35,mb    ,5.1
852228,ISC      ,6/11/65,05:00.5,27.0493,91.7127,41,mb    ,4.3
851533,ISC      ,5/12/65,01:40.4,23.3938,94.2795,99.6,mb    ,5.2
851622,ISC      ,9/12/65,26:05.2,27.336,92.5038,18,mb    ,5.4
851754,ISC      ,15/12/65,43:46.9,21.9115,94.3911,93.2,mb    ,5.2
851815,ISC      ,17/12/65,46:11.3,21.9607,94.4571,97,mb    ,5.1
851402,ISC      ,31/1/66,35:07.7,27.8765,99.6718,35,mb    ,5.2
850440,ISC      ,24/2/66,16:40.2,26.275,91.4323,28.2,mb    ,4.9
849525,ISC      ,23/3/66,52:26.7,25.6563,90.0825,32,mb    ,4.4
848640,ISC      ,23/4/66,17:25.5,25.9873,90.2904,23.3,mb    ,4.7
848735,ISC      ,26/4/66,45:34.5,24.8917,96.3714,21,mb    ,4.8
847208,ISC      ,6/5/66,08:26.7,22.1055,92.9416,42,mb    ,4.1
847721,ISC      ,23/5/66,48:28.9,24.1368,95.4313,35,mb    ,4.6
847866,ISC      ,27/5/66,35:06.9,27.489,96.3178,35,mb    ,4.9
846141,ISC      ,5/6/66,29:27.5,24.6599,93.4969,55,mb    ,4.4
846841,ISC      ,26/6/66,56:11.8,26.308,92.4432,47,mb    ,4.8
845245,ISC      ,5/7/66,01:19.8,27.7526,92.4948,35,mb    ,4.9
843331,ISC      ,11/9/66,55:21.1,27.0132,95.6643,26.7,mb    ,5
843680,ISC      ,19/9/66,03:52.2,23.9287,97.6834,35,mb    ,4.7
843736,ISC      ,20/9/66,37:22.6,24.0866,97.7141,22.9,mb    ,5.1
843845,ISC      ,25/9/66,23:35.4,24.7476,94.8447,80,mb    ,4.4
843878,ISC      ,26/9/66,10:57.3,27.4556,92.5586,16.3,mb    ,5.6
843879,ISC      ,26/9/66,03:49.9,27.3303,92.5574,18,mb    ,4.2
843897,ISC      ,26/9/66,40:33.3,15.5623,96.283,27,mb    ,4.8
843930,ISC      ,27/9/66,22:44.5,14.7851,93.5781,30,mb    ,4.6
842102,ISC      ,2/10/66,31:50.3,24.3766,94.7295,74.1,mb    ,5.2
842619,ISC      ,18/10/66,34:39.0,24.2482,94.7539,79.4,mb    ,5.3
842717,ISC      ,22/10/66,03:25.1,23.0006,94.1179,66.1,mb    ,5.3
842861,ISC      ,27/10/66,33:02.7,23.8328,93.6093,57,mb    ,4.8
841416,ISC      ,8/11/66,30:03.8,26.029,96.7185,35,mb    ,4.8
841724,ISC      ,19/11/66,42:32.8,18.3732,95.2557,83.1,mb    ,5.3
840682,ISC      ,15/12/66,08:03.8,21.5012,94.3622,78.7,mb    ,5.7
839391,ISC      ,4/1/67,26:48.8,23.5696,94.1647,63.6,mb    ,5.1
839724,ISC      ,13/1/67,04:34.1,23.8696,94.5171,105.2,mb    ,4.8
840276,ISC      ,30/1/67,09:30.4,25.3387,90.4247,41.4,mb    ,5
840292,ISC      ,30/1/67,05:30.2,26.1105,96.0598,26.8,mb    ,5.5
838602,ISC      ,8/2/67,17:49.6,23.199,93.7506,53.4,mb    ,5.1
838659,ISC      ,10/2/67,00:16.0,27.6986,96.3681,35,mb    ,4.7
838817,ISC      ,15/2/67,57:32.3,20.3986,93.8883,53.1,mb    ,5.3
839108,ISC      ,25/2/67,56:10.2,27.3346,92.4965,18,mb    ,4.8
837876,ISC      ,16/3/67,13:26.1,26.9298,96.3676,35,mb    ,4.9
836755,ISC      ,15/4/67,19:56.0,24.3483,94.4596,75,mb    ,4.5
837051,ISC      ,23/4/67,18:56.1,24.7324,94.7698,75.6,mb    ,4.6
834247,ISC      ,8/6/67,17:51.1,26.6241,95.9584,83,mb    ,4.7
834583,ISC      ,17/6/67,14:05.5,23.0018,94.5327,105,mb    ,4.5
834693,ISC      ,20/6/67,46:52.0,25.3019,95.9962,140,mb    ,4.1
834939,ISC      ,26/6/67,28:05.5,22.5927,93.7281,10,mb    ,4.7
833089,ISC      ,7/7/67,56:33.4,27.7531,91.977,35,mb    ,4.8
832653,ISC      ,27/8/67,11:58.8,23.1474,94.1087,58,mb    ,4.4
830959,ISC      ,6/9/67,43:34.0,24.0588,91.6216,20.1,mb    ,4.8
831281,ISC      ,15/9/67,32:44.1,27.3343,91.877,13,mb    ,6
830408,ISC      ,18/10/67,55:09.1,23.4241,94.841,50,mb    ,4.7
829232,ISC      ,10/11/67,04:06.6,25.4264,91.749,22.1,mb    ,4.8
829352,ISC      ,14/11/67,04:18.6,24.0442,91.6081,30,mb    ,5
828254,ISC      ,10/12/67,43:35.3,22.4622,94.8069,150.8,mb    ,4.9
827024,ISC      ,6/1/68,13:29.3,16.4307,92.0526,23.9,mb    ,5
827406,ISC      ,18/1/68,57:05.5,23.6275,93.2995,56,mb    ,4.7
827580,ISC      ,23/1/68,22:47.4,26.0225,95.6099,98.4,mb    ,4.8
826115,ISC      ,12/2/68,17:40.3,22.8418,95.2943,35,mb    ,4.5
825582,ISC      ,31/3/68,16:28.1,11.0833,92.9518,45.9,mb    ,4.9
823894,ISC      ,13/4/68,31:33.0,24.5383,94.6473,123.4,mb    ,4.8
821490,ISC      ,2/5/68,26:02.2,26.2825,92.2815,30.9,mb    ,4.8
820192,ISC      ,12/6/68,29:22.7,24.8548,91.86,34.6,mb    ,5.3
817807,ISC      ,9/8/68,24:57.8,25.2685,94.0867,60,mb    ,4.6
818129,ISC      ,18/8/68,18:59.7,26.4322,90.5588,19.7,mb    ,5.2
816915,ISC      ,10/9/68,04:57.7,15.1167,93.3071,10,mb    ,4.8
815589,ISC      ,3/10/68,20:49.9,17.8024,94.3701,35,mb    ,4.9
815196,ISC      ,18/11/68,49:04.2,26.8244,92.7108,46.2,mb    ,4.5
814541,ISC      ,27/12/68,38:13.6,24.1304,91.5597,30,mb    ,5.2
813541,ISC      ,25/1/69,34:28.7,23.0008,92.3158,34.5,mb    ,5.3
812358,ISC      ,18/2/69,03:39.0,24.5104,95.3112,156.9,mb    ,4.8
812489,ISC      ,22/2/69,37:08.6,26.4937,92.1059,47,mb    ,4.7
810250,ISC      ,28/4/69,50:19.1,25.8244,95.0601,70.5,mb    ,5.1
807620,ISC      ,1/6/69,35:23.4,25.8051,91.8183,17,mb    ,4.8
808464,ISC      ,30/6/69,51:57.2,26.7967,92.6629,58.4,mb    ,5
806659,ISC      ,2/7/69,59:52.2,20.7923,99.5918,13.5,mb    ,4.9
805375,ISC      ,10/8/69,02:05.5,21.7886,94.6651,65,mb    ,4.9
806502,ISC      ,29/8/69,02:50.3,26.3337,95.9561,64.8,mb    ,5.4
805002,ISC      ,29/9/69,57:52.1,24.5829,95.1326,120,mb    ,4.9
805043,ISC      ,30/9/69,13:32.6,25.7063,94.575,35,mb    ,4.7
803481,ISC      ,17/10/69,25:13.9,23.0458,94.6637,137.7,mb    ,6.2
803911,ISC      ,29/10/69,24:23.8,23.5845,94.3086,70,mb    ,4.6
801922,ISC      ,5/11/69,25:18.4,27.497,89.981,35,mb    ,5.1
802150,ISC      ,11/11/69,50:01.4,26.1513,91.8042,35,mb    ,4.5
801214,ISC      ,19/12/69,41:20.3,24.4354,93.529,55,mb    ,5
800217,ISC      ,19/1/70,57:29.1,27.0341,97.0057,30.4,mb    ,4.6
799239,ISC      ,19/2/70,10:02.7,27.4384,93.912,12.8,mb    ,5.5
797747,ISC      ,10/3/70,20:10.6,26.8319,96.9312,22.3,mb    ,5.3
797975,ISC      ,13/3/70,24:55.1,24.922,93.8912,55,mb    ,5
796340,ISC      ,6/4/70,08:00.4,26.4836,96.3108,87.4,mb    ,5.1
795384,ISC      ,9/5/70,10:25.3,25.4878,96.582,25,mb    ,4.2
796100,ISC      ,29/5/70,33:59.5,24.0275,93.9991,43.4,mb    ,5.1
793553,ISC      ,7/7/70,13:38.5,24.3005,94.2282,75,mb    ,4.4
793996,ISC      ,25/7/70,35:25.9,25.5859,88.71,27.7,mb    ,5.2
794100,ISC      ,29/7/70,16:21.8,25.956,95.3274,73.5,mb    ,6.6
794101,ISC      ,29/7/70,30:56.1,26.0644,95.3564,95,mb    ,4.8
794102,ISC      ,29/7/70,31:15.3,26.1063,94.9429,71,mb    ,5.3
792851,ISC      ,13/8/70,00:43.3,24.6887,93.8019,37.7,mb    ,4.7
793251,ISC      ,28/8/70,24:08.3,24.8731,91.6473,30.4,mb    ,5.1
791105,ISC      ,14/10/70,51:38.6,21.7797,94.0168,59.5,mb    ,5
789468,ISC      ,25/12/70,14:11.0,24.421,95.9516,35,mb    ,4.5
786827,ISC      ,2/2/71,59:56.9,23.7407,91.6399,31,mb    ,5.5
786911,ISC      ,5/2/71,10:38.1,25.2486,99.4572,35,mb    ,5.1
786697,ISC      ,28/3/71,54:14.6,18.9762,96.1881,35,mb    ,4.8
786763,ISC      ,31/3/71,16:23.2,26.1108,96.5569,35,mb    ,5
785787,ISC      ,21/4/71,15:26.3,26.2797,92.0553,35,mb    ,4.3
784641,ISC      ,17/5/71,43:17.1,24.3189,94.8068,112,mb    ,5
785143,ISC      ,30/5/71,56:00.3,25.2071,96.267,21,mb    ,5
785149,ISC      ,30/5/71,44:19.3,25.1943,96.3301,23.6,mb    ,5.8
785158,ISC      ,30/5/71,39:01.4,25.2451,96.2441,25,mb    ,4.8
785173,ISC      ,31/5/71,13:59.6,25.2611,96.4861,16.3,mb    ,5.3
783524,ISC      ,16/6/71,06:14.4,23.7838,94.3267,10,mb    ,4.8
783810,ISC      ,26/6/71,16:38.9,24.659,94.7292,78.3,mb    ,5.1
782391,ISC      ,17/7/71,00:56.2,26.4538,93.1212,41.1,mb    ,5.5
780193,ISC      ,11/9/71,49:23.1,15.2435,96.3786,15,mb    ,4.8
780194,ISC      ,11/9/71,28:10.9,15.1489,96.3103,12.2,mb    ,5.1
780202,ISC      ,11/9/71,54:37.8,15.2094,96.3886,15,mb    ,4.6
779208,ISC      ,10/10/71,25:16.0,22.9314,95.9004,22.9,mb    ,5
779211,ISC      ,10/10/71,02:45.5,24.9145,95.1702,130.2,mb    ,4.9
779313,ISC      ,14/10/71,55:22.1,23.0454,95.8983,32,mb    ,5.2
779848,ISC      ,31/10/71,54:49.7,26.1925,90.4038,24,mb    ,4.8
778466,ISC      ,11/11/71,40:58.9,21.4283,93.8362,52.2,mb    ,4.9
778042,ISC      ,25/12/71,14:15.8,25.3155,96.4998,25,mb    ,4.6
778161,ISC      ,29/12/71,27:06.8,25.186,94.7134,60.5,mb    ,5.6
775204,ISC      ,7/3/72,46:27.0,23.1847,94.7947,140,mb    ,4.3
775697,ISC      ,26/3/72,10:36.9,25.7392,93.4019,33,mb    ,4.6
774024,ISC      ,1/4/72,34:46.9,22.9674,94.6874,140,mb    ,4.5
774535,ISC      ,17/4/72,35:47.1,25.5108,95.1857,103.7,mb    ,4.7
774660,ISC      ,22/4/72,18:01.0,17.369,94.3409,46,mb    ,4.8
774874,ISC      ,28/4/72,30:18.7,17.072,94.762,25.2,mb    ,5.3
773331,ISC      ,10/5/72,48:47.2,21.3747,94.4714,97,mb    ,4.9
772926,ISC      ,27/6/72,05:56.3,26.0661,96.7317,33.7,mb    ,4.6
771387,ISC      ,7/7/72,04:15.1,20.4181,98.204,35,mb    ,4.8
771436,ISC      ,9/7/72,03:03.1,25.0206,95.5447,125,mb    ,4.2
771496,ISC      ,11/7/72,46:17.3,24.3973,94.4293,77,mb    ,4.6
767954,ISC      ,2/10/72,57:00.7,18.7733,94.842,35,mb    ,4.7
766905,ISC      ,1/11/72,53:47.1,26.3488,96.1917,94.8,mb    ,5.2
767226,ISC      ,11/11/72,47:15.0,24.773,95.4996,145.6,mb    ,4.9
767421,ISC      ,16/11/72,24:15.4,25.3393,96.5045,21,MB    ,4.9
767609,ISC      ,22/11/72,05:28.1,24.9436,95.7539,23,mb    ,4.9
766332,ISC      ,18/12/72,20:33.8,21.2453,94.2592,75.2,mb    ,5.2
763819,ISC      ,10/2/73,25:30.0,24.4364,94.3634,59.6,mb    ,4.5
763076,ISC      ,19/3/73,40:36.3,26.0077,95.3707,70,mb    ,4.5
763244,ISC      ,24/3/73,27:32.2,21.3627,98.4136,20.2,mb    ,4.8
760727,ISC      ,23/5/73,57:59.3,24.6171,94.5124,82,mb    ,4.2
761018,ISC      ,31/5/73,40:00.9,24.2793,93.5333,53.5,mb    ,5.7
758935,ISC      ,1/6/73,02:59.8,24.8626,98.7643,17,mb    ,5.1
758938,ISC      ,1/6/73,39:53.2,24.9217,98.5089,15,mb    ,4.6
757940,ISC      ,4/7/73,44:13.4,27.3671,92.4163,18,mb    ,5
757950,ISC      ,4/7/73,04:48.5,23.5451,94.7424,128.8,mb    ,4.9
758267,ISC      ,12/7/73,31:03.8,24.0096,94.8534,115,mb    ,4.3
758770,ISC      ,27/7/73,23:50.1,23.2496,94.3717,61.3,mb    ,5.3
758914,ISC      ,31/7/73,06:16.2,27.2667,97.0118,28,mb    ,4.9
757293,ISC      ,15/8/73,00:56.1,26.4448,95.3738,42.4,mb    ,4.5
756274,ISC      ,11/9/73,55:59.6,27.0292,92.6664,35,mb    ,4.9
755271,ISC      ,9/10/73,01:50.0,27.8084,93.362,35,mb    ,4.9
755939,ISC      ,30/10/73,44:59.7,20.9321,93.2342,10,mb    ,5
755974,ISC      ,31/10/73,06:45.4,25.3826,92.6712,10,mb    ,4.4
754078,ISC      ,2/11/73,09:56.5,25.7328,91.6829,16.9,mb    ,4.7
754564,ISC      ,19/11/73,41:18.7,25.4285,96.5335,25,mb    ,4.3
753306,ISC      ,4/12/73,48:54.3,22.6613,93.9308,88,mb    ,4.5
753854,ISC      ,26/12/73,42:23.0,22.4259,93.3119,42.7,mb    ,4.9
752171,ISC      ,1/1/74,52:42.9,19.8733,95.2056,35,mb    ,4.6
752378,ISC      ,7/1/74,18:25.8,23.3634,94.5459,103.1,mb    ,4.8
752827,ISC      ,20/1/74,05:18.7,22.7832,92.8523,19.9,mb    ,4.9
753090,ISC      ,28/1/74,17:31.6,26.0978,93.1584,35,mb    ,3.8
750099,ISC      ,5/3/74,12:33.1,22.9813,94.2517,105,mb    ,4.4
750653,ISC      ,20/3/74,47:51.6,22.5574,95.3355,35,mb    ,4.7
750869,ISC      ,25/3/74,14:47.5,17.3705,93.9348,46.3,mb    ,4.8
749027,ISC      ,5/4/74,46:31.7,21.3274,93.5947,49,mb    ,5
749081,ISC      ,6/4/74,34:22.7,27.5316,99.6247,35,mb    ,4.6
749109,ISC      ,7/4/74,20:31.5,25.4108,96.643,25,mb    ,4.1
748228,ISC      ,15/5/74,51:22.3,25.6447,91.8079,26.4,mb    ,4.6
748643,ISC      ,25/5/74,07:27.7,24.5222,94.8506,112,mb    ,4.7
747356,ISC      ,22/6/74,10:52.6,25.8304,93.706,33,mb    ,4.7
747358,ISC      ,22/6/74,48:47.9,22.7482,94.2646,105,mb    ,3.9
745676,ISC      ,9/7/74,17:09.9,27.2976,92.4423,18,mb    ,4.6
746248,ISC      ,23/7/74,06:33.1,21.9382,93.0588,42,mb    ,4.9
739147,ISC      ,24/8/74,18:48.1,25.7472,96.3453,35,mb    ,4.8
739394,ISC      ,30/8/74,02:47.6,22.895,94.4429,105,mb    ,4.5
737247,ISC      ,7/9/74,40:30.6,25.8424,96.2924,35,MB    ,5.2
737754,ISC      ,21/9/74,27:43.6,25.6571,90.9801,28.2,mb    ,4.8
737789,ISC      ,21/9/74,53:38.1,24.0556,94.4086,102.3,mb    ,4.5
