EVENTID,AUTHOR,DATE,TIME,LAT,LON,DEPTH,TYPE,MAG
608129958,IDC      ,21/11/15,59:15.9,23.4103,96.1155,0,mb    ,3.6
609820162,ISC      ,23/11/15,50:18.1,19.4017,95.4902,18,mb    ,3.9
608054753,ISC      ,25/11/15,15:09.3,26.4332,92.9177,46.9,mb    ,4.6
608058339,ISC      ,27/11/15,33:58.5,22.4682,94.7571,22.4,mb    ,5.5
608130311,IDC      ,27/11/15,46:58.9,22.6504,94.9945,0,mb    ,3.4
608058675,ISC      ,27/11/15,04:17.7,22.5741,95.0024,10,mb    ,4.5
609820349,ISC      ,28/11/15,02:34.0,18.2781,95.7167,50,mb    ,3.9
608126717,IDC      ,29/11/15,40:23.5,22.4064,94.802,0,mb    ,3.7
608126790,IDC      ,30/11/15,00:53.5,23.8094,92.6295,0,mb    ,3.7
608186409,ISC      ,1/12/15,55:25.8,26.0701,90.698,24,mb    ,3.8
608186451,ISC      ,1/12/15,27:08.1,22.2395,94.6589,35,mb    ,4
608186509,IDC      ,2/12/15,24:25.3,22.2054,94.4591,0,mb    ,3.5
608186576,IDC      ,3/12/15,53:43.4,21.6632,94.1027,0,mb    ,3.5
608186591,ISC      ,3/12/15,59:45.9,20.4499,94.7811,126,mb    ,3.8
608187434,IDC      ,11/12/15,18:45.9,26.6012,91.4977,0,mb    ,3.7
608187464,IDC      ,11/12/15,25:58.1,24.5535,96.5422,0,mb    ,3.3
608136521,ISC      ,13/12/15,17:29.8,24.6574,95.0248,150,mb    ,3.9
609595001,NDI      ,15/12/15,33:46.1,27.28,97.035,17.6,ML    ,3.4
608187842,ISC      ,17/12/15,12:57.0,27.1992,96.5319,35,mb    ,3.7
608114168,ISC      ,17/12/15,33:44.4,27.7142,90.4037,35,mb    ,4
608185549,ISC      ,21/12/15,14:48.7,23.4571,94.6325,10,mb    ,3.5
608185583,IDC      ,21/12/15,40:01.4,24.5703,95.7289,0,mb    ,3.2
608185593,ISC      ,21/12/15,52:31.6,24.983,90.4265,10,mb    ,3.9
609820970,ISC      ,23/12/15,22:05.6,26.2915,93.0352,46.5,mb    ,4.3
608117512,ISC      ,23/12/15,27:11.5,25.7597,94.6988,73.3,mb    ,3.6
608185768,ISC      ,24/12/15,12:48.6,24.4007,94.1089,10,mb    ,3.5
608185963,ISC      ,27/12/15,32:22.6,26.0977,90.535,24,mb    ,4
608121445,ISC      ,29/12/15,06:39.7,27.6745,92.6704,18,mb    ,4
608186095,ISC      ,30/12/15,02:39.0,24.8317,91.3502,35,mb    ,3.3
608135781,ISC      ,3/1/16,27:25.8,25.1222,99.9413,10,mb    ,3.8
612140990,ISC      ,3/1/16,05:20.9,24.8308,93.6047,49.5,mb    ,6.6
608346902,ISC      ,4/1/16,57:44.8,24.7291,93.5,35,mb    ,3.3
608346969,IDC      ,5/1/16,58:01.4,24.4787,93.5056,0,mb    ,3.3
608347041,ISC      ,6/1/16,25:12.9,24.9344,93.3419,59.8,mb    ,4.1
608347066,ISC      ,6/1/16,51:15.0,24.4658,94.2778,35,mb    ,3.9
612640799,ISC      ,7/1/16,42:46.4,28.0428,92.7863,10,mb    ,3.5
608347239,IDC      ,10/1/16,26:42.7,24.0583,96.8442,0,mb    ,3.5
608347291,ISC      ,10/1/16,25:47.6,24.6095,95.7141,200,mb    ,3.5
608347330,IDC      ,11/1/16,35:27.5,23.5651,94.7019,120.2,mb    ,3.4
608168795,ISC      ,12/1/16,59:32.9,16.4627,96.4129,35,mb    ,4.3
608347512,IDC      ,13/1/16,02:28.6,25.0336,95.9396,0,mb    ,3.4
608347514,IDC      ,13/1/16,18:25.2,25.0859,96.1613,0,mb    ,3.1
608347555,IDC      ,14/1/16,35:21.1,25.9036,91.0769,0,mb    ,3.3
608177467,IDC      ,17/1/16,01:21.4,19.727,97.8787,0,mb    ,3.3
608347822,ISC      ,18/1/16,52:41.4,26.3646,92.2617,47,mb    ,3.7
608347834,ISC      ,18/1/16,04:54.2,24.171,94.5577,100,mb    ,4.1
608177540,ISC      ,18/1/16,50:59.8,24.8458,99.1544,7,mb    ,3.7
608186345,IDC      ,18/1/16,06:28.5,24.6727,99.148,0,mb    ,3.5
608348011,IDC      ,20/1/16,02:22.7,23.8517,90.7508,0,mb    ,3.2
608343571,IDC      ,25/1/16,15:08.8,25.6818,90.4726,0,mb    ,3.4
608343673,ISC      ,27/1/16,08:37.2,23.0933,92.9508,35,mb    ,3.2
608343959,IDC      ,31/1/16,03:16.4,21.8414,94.1783,0,mb    ,3.4
608498229,ISC      ,1/2/16,48:36.6,23.8301,93.7575,65.9,mb    ,3.5
610945514,NDI      ,1/2/16,49:31.6,26.514,93.29,33,ML    ,3.6
608312226,ISC      ,4/2/16,30:51.5,14.2722,93.1512,24.3,mb    ,5
608319853,ISC      ,7/2/16,30:55.2,26.0551,99.6659,10,mb    ,4.4
608320629,ISC      ,7/2/16,39:10.5,26.0311,99.6183,10,mb    ,4.1
608324846,IDC      ,8/2/16,05:54.0,27.4247,99.751,0,mb    ,2.9
608498667,ISC      ,8/2/16,05:58.3,25.1285,94.6932,100,mb    ,3.2
608322125,IDC      ,8/2/16,49:45.7,26.076,99.6561,0,mb    ,3.1
608498713,ISC      ,9/2/16,56:48.9,24.6652,95.3712,50,mb    ,3.6
608498770,IDC      ,10/2/16,49:15.1,18.9722,94.8353,0,mb    ,3.5
608498934,ISC      ,12/2/16,07:25.3,24.5065,94.5408,82,mb    ,3.4
608499209,ISC      ,16/2/16,26:52.0,24.298,94.77,112,mb    ,3.1
608334661,ISC      ,16/2/16,06:58.9,26.2587,93.4248,35.3,mb    ,4.6
608496840,IDC      ,21/2/16,25:25.1,22.5653,94.8507,102.1,mb    ,3.5
608346352,ISC      ,24/2/16,11:04.1,27.5992,99.9943,10,mb    ,4
608441012,IDC      ,24/2/16,59:06.3,25.189,96.7548,0,mb    ,3.1
608497145,IDC      ,25/2/16,11:07.5,24.4595,95.7216,0,mb    ,3.2
608444371,ISC      ,27/2/16,58:18.9,26.3272,96.7347,150,mb    ,3.4
608586846,ISC      ,2/3/16,03:48.5,26.6846,95.41,10,mb    ,4.1
608586909,IDC      ,3/3/16,23:34.5,24.6155,94.3224,0,mb    ,3.4
608586956,ISC      ,3/3/16,13:52.3,23.4153,94.636,99,mb    ,3.3
608587045,IDC      ,4/3/16,59:01.3,25.7347,96.1039,0,mb    ,3.1
608587091,ISC      ,5/3/16,54:35.0,23.5934,95.3921,10,mb    ,3.4
613330592,ISC      ,6/3/16,50:17.8,24.3609,92.9146,48.1,mb    ,3.8
611838971,ISC      ,7/3/16,13:58.7,20.9277,94.835,113.6,mb    ,4.5
608462745,ISC      ,7/3/16,23:01.8,22.7521,93.7989,58,mb    ,4.3
608587305,IDC      ,8/3/16,31:56.8,23.2877,93.9804,0,mb    ,3.3
608587348,IDC      ,9/3/16,47:12.8,25.7903,97.1796,0,mb    ,3.5
608587363,ISC      ,9/3/16,05:19.3,24.6058,95.853,35,mb    ,3.8
608587391,IDC      ,9/3/16,26:40.3,25.3033,96.7204,0,mb    ,3.4
608587448,ISC      ,10/3/16,02:11.0,22.7234,93.884,35,mb    ,4.1
608587480,IDC      ,11/3/16,25:03.3,22.565,93.463,0,mb    ,3.5
608482551,ISC      ,13/3/16,30:09.1,26.2872,92.2839,41.6,mb    ,4.2
608587650,IDC      ,13/3/16,59:25.6,21.7164,91.4645,0,mb    ,3.4
608588004,ISC      ,19/3/16,20:50.8,22.9933,93.8604,58,mb    ,3.6
608588043,ISC      ,19/3/16,17:30.9,20.0222,97.5967,35,mb    ,4.1
608578648,ISC      ,22/3/16,45:12.6,19.2307,94.0732,35,mb    ,3.5
608578667,ISC      ,22/3/16,48:47.7,26.479,96.3257,100,mb    ,3.7
608578698,ISC      ,23/3/16,15:02.2,24.8187,94.3102,72,mb    ,3.6
608501837,ISC      ,23/3/16,49:56.6,24.8366,96.3493,10,mb    ,4.3
608578919,ISC      ,26/3/16,30:35.1,21.8475,94.0194,100,mb    ,3.4
608579038,ISC      ,28/3/16,40:08.0,25.9904,90.7767,20.8,mb    ,3.9
608535475,ISC      ,3/4/16,58:31.2,23.8502,94.1765,50,mb    ,3.9
608812040,ISC      ,3/4/16,55:45.4,20.3033,94.103,35,mb    ,3.8
608812082,ISC      ,3/4/16,31:35.7,24.1327,94.5366,96,mb    ,3.8
608535557,ISC      ,5/4/16,42:25.8,25.756,90.4596,24.8,mb    ,4.9
608812776,ISC      ,13/4/16,56:54.2,24.8722,94.1,59,mb    ,3.6
611829306,ISC      ,13/4/16,55:18.5,23.1074,94.8533,151.4,mb    ,6.9
608560998,IDC      ,13/4/16,39:12.4,23.2275,95.2672,144.4,mb    ,3.5
608812843,ISC      ,14/4/16,39:54.6,23.3283,94.3544,150,mb    ,3.6
608552494,ISC      ,14/4/16,41:53.1,23.7362,94.0991,70.2,mb    ,4.5
608812901,ISC      ,14/4/16,23:37.2,22.948,93.4287,35,mb    ,3.4
608812910,IDC      ,14/4/16,11:30.7,21.8545,93.2526,0,mb    ,3.3
608812977,ISC      ,15/4/16,45:02.9,23.6225,93.2545,35,mb    ,4.1
608813322,ISC      ,19/4/16,14:45.8,24.7371,92.8066,13.2,mb    ,3.6
608811123,IDC      ,21/4/16,21:04.1,17.3778,94.6064,0,mb    ,3.7
608811129,IDC      ,21/4/16,40:59.9,24.7244,94.6121,0,mb    ,3.4
608591041,ISC      ,22/4/16,50:41.4,24.6119,96.2229,35,mb    ,4.1
608811537,IDC      ,27/4/16,35:15.6,22.3002,94.7195,120.7,mb    ,2.9
608811551,IDC      ,27/4/16,17:15.0,24.5903,95.0125,119.6,mb    ,3.1
608811684,ISC      ,29/4/16,56:29.0,22.2802,95.4526,100,mb    ,3.5
609343426,ISC      ,1/5/16,08:44.1,22.6861,94.3349,106,mb    ,4.1
609343593,IDC      ,2/5/16,43:04.6,16.0426,93.6375,0,mb    ,3.5
608636276,ISC      ,2/5/16,28:25.4,26.0724,95.8365,100,mb    ,3.6
609343628,ISC      ,2/5/16,48:59.8,22.1979,94.5254,100,mb    ,4.1
608636746,ISC      ,4/5/16,42:35.5,26.496,96.478,88,mb    ,3.5
609344059,ISC      ,6/5/16,06:45.0,23.517,94.3677,35,mb    ,3.9
610470460,ISC      ,7/5/16,43:39.2,25.4155,91.7,34.4,mb    ,4
608660021,ISC      ,12/5/16,54:18.6,24.3014,94.1635,71.6,mb    ,4.8
609344857,ISC      ,12/5/16,56:03.6,24.1876,94.6397,50,mb    ,3.5
609344936,IDC      ,13/5/16,23:39.6,27.1818,97.1948,0,mb    ,3.5
609345401,ISC      ,16/5/16,03:46.2,26.2035,90.4384,24,mb    ,4
611829802,ISC      ,17/5/16,48:52.9,26.0903,99.5707,27.7,mb    ,4.9
608793263,IDC      ,17/5/16,03:50.7,26.167,99.883,0,mb    ,3.4
611829800,ISC      ,17/5/16,05:14.6,26.0663,99.5405,28,mb    ,4.8
608805034,IDC      ,17/5/16,49:45.6,26.1288,99.661,0,mb    ,3.2
609345516,IDC      ,17/5/16,24:16.2,26.4343,92.2995,0,mb    ,3.2
611829814,ISC      ,19/5/16,10:25.0,22.7308,93.78,50,mb    ,4.8
611083172,NDI      ,20/5/16,36:17.8,24.91,92.112,15.1,ML    ,3.5
609346019,ISC      ,21/5/16,57:39.7,23.9361,94.4577,96,mb    ,3.9
608820480,ISC      ,22/5/16,19:35.9,20.245,99.1027,10,mb    ,3.8
609346511,IDC      ,26/5/16,38:06.3,22.4816,94.8757,0,mb    ,3.5
609346567,IDC      ,27/5/16,15:58.3,21.629,95.4863,0,mb    ,3.5
608869951,ISC      ,27/5/16,03:08.6,26.4564,96.4939,50,mb    ,4.4
609346737,ISC      ,28/5/16,49:22.4,24.6615,95.3008,150,mb    ,3.6
609347325,ISC      ,2/6/16,02:39.9,18.4293,96.4656,10,mb    ,4.4
608952809,ISC      ,3/6/16,01:54.8,26.1367,99.5565,10,mb    ,4.2
608997006,ISC      ,6/6/16,17:53.4,27.8456,94.0481,9.1,mb    ,3.5
608997789,ISC      ,7/6/16,01:10.0,27.4794,92.6534,10.8,mb    ,3.8
609348292,ISC      ,10/6/16,21:07.4,22.7015,93.757,35,mb    ,4.1
609009891,IDC      ,11/6/16,41:25.8,26.2702,99.86,0,mb    ,3.4
609008978,ISC      ,11/6/16,12:22.1,25.7106,95.0581,80.2,mb    ,4.4
609349036,ISC      ,16/6/16,03:47.1,23.931,96.0219,10,mb    ,3.5
609349180,IDC      ,17/6/16,48:55.1,27.5954,90.4757,0,mb    ,3.2
609349194,IDC      ,18/6/16,00:11.7,22.4688,96.0422,24.5,mb    ,3.6
609349402,ISC      ,20/6/16,05:22.1,20.5542,93.7757,52,mb    ,4.4
611829989,ISC      ,22/6/16,03:19.3,22.6267,94.4052,110.3,mb    ,4.6
611323340,ISC      ,22/6/16,55:17.9,24.4017,94.6743,9.7,mb    ,3.3
611323342,NDI      ,24/6/16,01:15.8,24.149,93.646,10,ML    ,3
611830035,ISC      ,27/6/16,27:46.0,22.767,91.9985,35,mb    ,4.6
609212472,ISC      ,27/6/16,22:10.4,23.0414,94.2831,105,mb    ,3.6
609350125,ISC      ,27/6/16,33:35.2,22.3909,94.3308,106,mb    ,3.7
609350265,IDC      ,28/6/16,55:14.5,24.6467,94.9509,134.6,mb    ,3.1
609350367,IDC      ,29/6/16,51:08.8,25.4029,95.7804,174.6,mb    ,2.9
609382846,ISC      ,1/7/16,31:15.6,21.4138,94.4095,150,mb    ,3.9
609069053,ISC      ,1/7/16,22:40.0,24.9473,95.2458,136.2,mb    ,4.5
609382919,ISC      ,2/7/16,04:14.1,20.7059,94.0332,78,mb    ,4
609382935,ISC      ,2/7/16,29:26.2,25.1346,94.4001,65,mb    ,3.6
609070766,IDC      ,3/7/16,11:21.1,22.3174,99.3799,0,mb    ,3.6
609383043,ISC      ,4/7/16,31:03.7,25.9142,95.6026,95,mb    ,3.8
609383066,ISC      ,4/7/16,07:22.5,22.5256,93.8619,35,mb    ,4.2
609350541,ISC      ,5/7/16,24:57.1,25.1648,94.6093,72,mb    ,3.7
609073398,ISC      ,5/7/16,43:44.6,24.6971,95.0815,112,mb    ,4.2
609096302,ISC      ,10/7/16,23:27.1,25.0439,95.8962,23,mb    ,3.7
609383582,ISC      ,13/7/16,33:32.6,24.4087,94.5271,101.3,mb    ,4.2
609383606,IDC      ,13/7/16,26:40.1,20.9885,97.5708,0,mb    ,3.6
609383691,ISC      ,15/7/16,08:04.9,15.5763,93.7578,35,mb    ,4.1
609383746,ISC      ,16/7/16,59:28.9,24.3566,93.7298,55,mb    ,3.5
609383767,ISC      ,16/7/16,13:28.4,20.4709,94.6587,72,mb    ,3.5
609383948,IDC      ,20/7/16,12:53.7,23.0998,95.4086,0,mb    ,3.7
609329163,ISC      ,20/7/16,23:43.2,22.7712,94.3065,105,mb    ,4.2
609375084,ISC      ,23/7/16,30:56.5,24.4529,94.5537,100,mb    ,3.8
609374525,ISC      ,26/7/16,06:47.2,26.4729,92.3872,38,mb    ,3.8
609262810,ISC      ,27/7/16,20:27.8,21.5161,94.4809,101.9,mb    ,4.9
609374638,ISC      ,27/7/16,54:28.7,24.6626,94.3033,82,mb    ,3.7
609264752,IDC      ,28/7/16,40:25.7,26.3574,99.7062,0,mb    ,3.7
609264183,ISC      ,28/7/16,08:03.6,23.3456,98.8077,10,mb    ,3.8
609264360,ISC      ,29/7/16,02:50.7,21.8551,99.6768,10,mb    ,4.6
609374861,ISC      ,30/7/16,36:58.4,24.5704,94.5344,82,mb    ,3.9
609303126,ISC      ,1/8/16,16:09.8,26.9161,90.1694,35,mb    ,3.6
611830272,ISC      ,1/8/16,01:07.8,21.3293,94.8315,134,mb    ,5.1
609303128,ISC      ,2/8/16,24:36.1,24.5182,94.4688,100,mb    ,3.8
609521371,ISC      ,5/8/16,48:26.7,24.7036,94.8121,112,mb    ,3.5
609294923,ISC      ,8/8/16,30:36.4,26.1815,99.8747,10,mb    ,4.1
609370477,ISC      ,11/8/16,25:58.5,26.3222,96.0201,100,mb    ,3.8
609354346,IDC      ,14/8/16,18:05.1,26.8177,98.2562,0,mb    ,3.4
609354364,IDC      ,15/8/16,35:29.6,24.8185,99.6518,0,mb    ,3.6
609522083,ISC      ,15/8/16,57:05.6,22.447,94.5587,106,mb    ,4.4
609522351,ISC      ,18/8/16,12:25.8,21.3249,92.6571,35,mb    ,3.5
609522463,ISC      ,19/8/16,45:57.5,22.5472,95.7997,35,mb    ,4.1
609394057,ISC      ,19/8/16,05:31.5,27.6227,92.6989,9.3,mb    ,3.8
609469692,IDC      ,20/8/16,14:02.1,20.2296,93.2536,0,mb    ,3.2
609375525,ISC      ,23/8/16,11:12.7,23.8784,94.5754,113.8,mb    ,5.2
611830425,ISC      ,24/8/16,34:54.3,20.9438,94.5495,88.2,mb    ,6.5
609470018,ISC      ,24/8/16,57:14.5,20.8243,94.4564,91,mb    ,4.3
609470111,IDC      ,25/8/16,16:32.1,22.8497,96.0105,0,mb    ,3.4
609470112,ISC      ,25/8/16,18:39.4,23.7003,94.078,73,mb    ,3.5
609470246,ISC      ,27/8/16,04:43.4,23.9074,93.8187,68,mb    ,3.6
609470255,IDC      ,27/8/16,19:00:48,22.9617,94.3824,80.6,mb    ,2.9
614559070,ISC      ,31/8/16,00:04.4,24.8375,94.916,104,mb    ,3.7
609581753,ISC      ,3/9/16,07:56.2,24.4645,94.4181,87.1,mb    ,3.6
609910739,ISC      ,3/9/16,54:32.4,22.9771,93.4768,53,mb    ,3.7
609393012,ISC      ,3/9/16,38:58.0,27.2137,96.7932,44.8,mb    ,4.4
609419832,ISC      ,4/9/16,05:46.1,28.0566,92.1858,16.6,mb    ,3.9
609581207,ISC      ,17/9/16,46:22.5,24.3955,93.7867,65.8,mb    ,4.2
609451632,ISC      ,17/9/16,42:27.0,26.2421,99.4139,10,mb    ,3.8
609581208,ISC      ,17/9/16,17:57.3,27.1417,90.2097,16.2,mb    ,3.5
609912634,ISC      ,17/9/16,26:53.4,22.8644,94.5232,105,mb    ,3.9
609581210,ISC      ,18/9/16,34:40.8,26.7448,88.5286,10,ML    ,3.1
609912878,IDC      ,18/9/16,29:07.1,22.8099,94.5708,323.6,mb    ,2.7
609913199,IDC      ,21/9/16,08:27.1,18.7231,95.5954,0,mb    ,3.4
609530539,ISC      ,22/9/16,23:43.7,25.1343,95.4548,146.8,mb    ,4.5
609580616,ISC      ,24/9/16,00:06.2,25.842,94.8302,90.6,mb    ,3.6
609913850,IDC      ,25/9/16,34:16.5,23.5597,94.3504,0,mb    ,3.3
609914500,ISC      ,30/9/16,51:12.3,22.1536,93.7352,100,mb    ,3.4
609914556,IDC      ,1/10/16,13:43.7,25.8109,97.1124,0,mb    ,3.4
609571935,ISC      ,2/10/16,19:07.8,25.5295,99.7956,10,mb    ,3.5
609581215,ISC      ,3/10/16,16:01.6,24.6986,94.7072,82.5,mb    ,3.4
609914804,ISC      ,5/10/16,31:58.0,23.1359,93.3354,100,mb    ,3.6
609582353,ISC      ,6/10/16,47:55.8,26.4675,92.8401,47.7,mb    ,4
609914930,ISC      ,7/10/16,28:40.1,23.1404,94.141,35,mb    ,4.3
609915005,ISC      ,9/10/16,08:40.4,22.3733,93.8507,50,mb    ,4.1
609915067,ISC      ,9/10/16,28:10.8,24.7467,95.1341,112,mb    ,3.5
609915080,ISC      ,10/10/16,59:47.8,23.6059,94.046,35,mb    ,3.3
609915112,ISC      ,10/10/16,17:45.8,24.6225,95.3687,100,mb    ,3.5
609586096,ISC      ,11/10/16,30:13.5,25.2537,95.0267,93.4,mb    ,4.6
609588211,ISC      ,11/10/16,40:59.3,24.8654,96.0976,10,mb    ,4.4
611625338,NDI      ,13/10/16,6:14:27,27.008,92.021,10,ML    ,3.2
609915687,IDC      ,17/10/16,11:36.5,26.1619,96.1312,0,mb    ,3.6
609915708,ISC      ,18/10/16,23:03.7,23.1477,93.4609,53,mb    ,3.6
609915744,ISC      ,18/10/16,31:27.8,22.5058,92.6562,10,mb    ,3.5
609915755,ISC      ,19/10/16,11:53.6,22.6748,93.5178,100,mb    ,3.8
609613808,ISC      ,19/10/16,20:46.9,24.806,91.1054,15.8,mb    ,4.1
609915869,IDC      ,21/10/16,51:29.4,19.3035,93.9938,0,mb    ,3.8
609619811,ISC      ,21/10/16,04:56.8,24.8155,91.0926,11.8,mb    ,3.6
609619812,ISC      ,22/10/16,00:14.7,24.5759,94.1949,100,mb    ,3.7
609615837,ISC      ,23/10/16,56:41.5,25.928,90.201,26.4,mb    ,4.3
609916131,IDC      ,25/10/16,31:39.7,24.3007,93.3668,0,mb    ,3.5
609619711,ISC      ,26/10/16,21:58.2,22.8514,94.4801,111.1,mb    ,4.9
609619719,ISC      ,26/10/16,29:08.9,23.1476,92.8179,43.2,mb    ,4.5
609916408,ISC      ,29/10/16,47:10.9,21.7228,93.4046,49,mb    ,3.7
609767645,IDC      ,31/10/16,06:47.6,25.7216,95.4962,133.6,mb    ,3.1
609916538,ISC      ,31/10/16,55:02.5,26.2277,95.0695,82.8,mb    ,3.5
615003661,IDC      ,1/11/16,59:19.7,27.9856,96.1421,0,mb    ,3.6
615005289,ISC      ,2/11/16,43:32.4,27.3926,91.361,35,mb    ,3.6
615008009,IDC      ,3/11/16,24:00.3,24.0146,94.4828,92.5,mb    ,3.1
615018266,IDC      ,7/11/16,45:25.8,21.7839,94.9315,0,mb    ,3.5
615029755,ISC      ,11/11/16,00:35.1,15.5621,93.5371,35,mb    ,3.7
615030405,IDC      ,11/11/16,50:39.6,27.1539,99.0305,0,mb    ,3.2
615033399,IDC      ,13/11/16,23:48.5,25.8137,96.1292,0,mb    ,3.6
615037724,IDC      ,14/11/16,59:33.2,23.0895,93.5342,0,mb    ,3.3
615038561,ISC      ,15/11/16,10:20.3,24.6122,92.3446,29.2,mb    ,4.5
615044025,ISC      ,17/11/16,10:31.9,25.6299,99.8928,10,mb    ,3.8
615044759,ISC      ,17/11/16,22:49.2,25.6671,99.8488,10,mb    ,4.4
615045451,IDC      ,17/11/16,18:07.4,25.1841,96.8279,0,mb    ,3.8
615047498,IDC      ,18/11/16,25:32.6,23.2181,94.2771,85.1,mb    ,2.9
615052617,IDC      ,20/11/16,05:56.2,21.3763,94.1894,0,mb    ,3.4
615054972,ISC      ,21/11/16,09:15.6,28.0787,91.7365,11.5,mb    ,3.7
615057991,IDC      ,22/11/16,14:41.2,23.2491,94.1936,131,mb    ,3.4
615063845,ISC      ,23/11/16,44:32.4,24.3079,99.1696,7,mb    ,3.6
615063147,ISC      ,23/11/16,46:46.7,24.2706,99.091,10,mb    ,3.8
615063247,ISC      ,23/11/16,57:53.5,24.681,94.7739,89.5,mb    ,3.3
609830326,ISC      ,1/12/16,03:04.5,24.9337,94.6436,75.1,mb    ,3.1
610119502,ISC      ,2/12/16,29:23.1,19.933,93.902,35,mb    ,3.7
610119506,IDC      ,2/12/16,19:15.0,21.2676,93.3804,0,mb    ,3.2
609830336,ISC      ,5/12/16,25:55.5,23.7741,94.5982,100,mb    ,4.1
610119662,ISC      ,5/12/16,33:54.2,24.5718,94.687,150,mb    ,3.7
610119673,IDC      ,6/12/16,37:40.4,26.6423,97.2291,0,mb    ,3.5
609835787,ISC      ,8/12/16,46:19.5,23.417,94.7572,10,mb    ,4.5
610119823,ISC      ,8/12/16,32:57.0,24.6399,94.7778,112,mb    ,4
610119824,ISC      ,8/12/16,41:26.0,23.8445,93.781,80.2,mb    ,3.7
610119847,ISC      ,8/12/16,50:53.6,23.5132,94.894,100,mb    ,3.5
609977550,ISC      ,10/12/16,36:51.0,26.0367,95.4818,150,mb    ,3.3
609977551,ISC      ,11/12/16,57:25.1,25.6824,91.6243,12.7,mb    ,4
611675505,ISC      ,11/12/16,43:13.5,25.2783,91.3132,28,ML    ,3.6
609977559,ISC      ,11/12/16,32:32.4,23.1503,94.4434,100,mb    ,4.2
610120538,ISC      ,12/12/16,34:20.6,22.7558,93.9114,100,mb    ,3.5
610120719,IDC      ,14/12/16,19:51.7,16.6266,95.8923,0,mb    ,3.3
610120779,ISC      ,15/12/16,44:13.3,22.8075,94.4161,105,mb    ,4.2
610121284,IDC      ,18/12/16,21:34.3,24.4716,95.9196,0,mb    ,3.3
611675721,NDI      ,21/12/16,53:27.3,25.184,93.95,11.2,ML    ,3.6
610121832,ISC      ,22/12/16,17:55.1,23.308,93.4941,51,mb    ,3.6
610121939,ISC      ,23/12/16,49:13.7,24.9798,97.581,35,mb    ,3.7
609942720,ISC      ,26/12/16,25:41.5,22.7429,94.5458,100,mb    ,4.2
610113924,IDC      ,28/12/16,36:35.1,22.8305,93.7584,0,mb    ,3.2
610113956,ISC      ,29/12/16,48:47.8,21.1243,94.0992,50,mb    ,3.8
610113980,ISC      ,29/12/16,52:05.9,16.7289,94.1211,35,mb    ,4.2
610236362,IDC      ,1/1/17,57:53.8,24.5401,98.4417,0,mb    ,3.3
610570326,ISC      ,1/1/17,54:04.2,20.9829,98.3298,10,M     ,3.4
611831467,ISC      ,3/1/17,09:02.3,24.1004,91.9889,34.6,mb    ,5.4
611831465,ISC      ,3/1/17,49:53.8,23.2899,94.4975,96.8,mb    ,5
610236576,ISC      ,3/1/17,32:25.3,27.9697,93.8478,10,mb    ,4.3
610236620,ISC      ,3/1/17,27:04.5,24.1475,92.0868,10,mb    ,3.9
610236699,ISC      ,4/1/17,41:17.4,22.9568,96.0695,10,mb    ,4
609978257,ISC      ,4/1/17,28:05.1,22.9564,94.6369,105,mb    ,4.5
610236757,ISC      ,5/1/17,56:50.6,25.0871,95.1375,104,mb    ,3.6
610236825,IDC      ,6/1/17,42:01.3,25.0856,96.415,0,mb    ,3.4
610236839,ISC      ,6/1/17,03:51.9,24.1264,91.9022,54.5,mb    ,3.4
610236915,IDC      ,7/1/17,39:47.9,24.9768,94.9351,86.5,mb    ,3.1
610236919,IDC      ,7/1/17,08:57.6,16.1428,98.5891,0,mb    ,3.4
610236940,ISC      ,8/1/17,28:16.0,25.1824,94.5637,70.6,mb    ,3.3
610237028,IDC      ,9/1/17,04:59.8,24.404,95.1886,0,mb    ,3.3
610237047,ISC      ,10/1/17,19:44.9,23.3021,93.98,50,mb    ,3.6
610180878,ISC      ,12/1/17,32:06.6,26.3851,95.3082,60.3,mb    ,4.3
610237430,IDC      ,15/1/17,45:34.0,24.5905,94.7714,26.5,mb    ,3.4
610237634,ISC      ,18/1/17,46:11.5,23.9359,92.8936,63.6,mb    ,3.7
610237636,ISC      ,18/1/17,03:22.6,24.4532,94.414,82,mb    ,4.2
610237679,ISC      ,18/1/17,09:23.9,26.4742,96.2519,100,mb    ,3.8
610237706,IDC      ,19/1/17,33:34.0,26.113,96.2843,0,mb    ,3.4
610237707,IDC      ,19/1/17,46:36.4,22.7161,94.6996,95.1,mb    ,3
610235025,ISC      ,21/1/17,49:19.7,19.7681,94.7669,97,mb    ,4.2
610235263,ISC      ,24/1/17,25:37.8,25.5999,91.8526,30.6,mb    ,3.9
610235625,ISC      ,29/1/17,42:03.3,24.1655,91.4425,35,mb    ,3.5
610180926,ISC      ,29/1/17,36:03.7,25.9084,96.4584,10,mb    ,4.4
610414882,ISC      ,5/2/17,54:55.7,28.1066,93.7844,6.9,mb    ,3.9
610205749,ISC      ,8/2/17,46:15.9,22.5279,94.6867,121,mb    ,4.3
610415170,ISC      ,9/2/17,53:21.1,24.2553,94.5645,100,mb    ,3.6
610415245,ISC      ,10/2/17,41:18.7,26.7486,96.7117,35,mb    ,4
610415343,ISC      ,12/2/17,08:50.2,26.8169,96.8451,35,mb    ,3.3
610208502,ISC      ,12/2/17,05:28.8,25.5253,90.9816,3.4,mb    ,4.3
610415382,IDC      ,12/2/17,43:59.0,24.1478,92.1759,0,mb    ,3.5
